ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Gloss,phon_form,Phonemic,Phonemic_Segments,native_script,url
211-71-1,,211,71,"kefalī́, kefáli(n)","kefalī́, kefáli(n)",c e̞ f a l i,,,,,,"ce̞faˈli, ce̞ˈfali(n)","ke̞faˈli, ke̞ˈfali(n)",k e̞ f a l i,"κεφαλή, κεφάλι(ν)",
211-72-1,,211,72,akoú(g)ō,akoú(g)ō,a k u ɣ o̞,,,,,,aˈku(ɣ)o̞,aˈku(ɣ)o̞,a k u ɣ o̞,ακού(γ)ω,
211-73-1,,211,73,kardía,kardía,k a r ð i ə,,,,,,karˈðiə,karˈðia,k a r ð i a,καρδία,
211-74-1,,211,74,varýs,varýs,v a r i s,,,,,,vaˈris,vaˈris,v a r i s,βαρύς,
211-76-1,,211,76,kroú(g)ō,kroú(g)ō,k r u ɣ o̞,aor. /e̞ˈdo̞ka/,,,,,ˈkru(ɣ)o̞,ˈkru(ɣ)o̞,k r u ɣ o̞,κρού(γ)ω,
211-80-1,,211,80,kynīgeúō,kynīgeúō,c i n i ʝ e̞ v o̞,also /kiniˈɣo̞/,,,,,ciniˈʝe̞vo̞,kiniˈɣe̞vo̞,k i n i ɣ e̞ v o̞,κυνηγεύω,
211-83-1,,211,83,págos,págos,p a ɣ o̞ s,,,,,,ˈpaɣo̞s,ˈpaɣo̞s,p a ɣ o̞ s,πάγος,
211-86-1,,211,86,skotṓnō,skotṓnō,s k o̞ t o̞ n o̞,,,,,,sko̞ˈto̞no̞,sko̞ˈto̞no̞,s k o̞ t o̞ n o̞,σκοτώνω,
211-89-1,,211,89,"limní(n), limnítsi(n)","limní(n), limnítsi(n)",l i m n i n,,,,,,"liˈmnin, liˈmnitsi(n)","liˈmni(n), liˈmnitsi(n)",l i m n i n,"λιμνί(ν), λιμνίτσι(ν)",
211-90-1,,211,90,gelṓ,gelṓ,ʝ e̞ l o̞,,,,,,ʝe̞ˈlo̞,ɣe̞ˈlo̞,ɣ e̞ l o̞,γελώ,
211-91-1,,211,91,fýllo(n),fýllo(n),f i l o̞ n,,,,,,ˈfilo̞(n),ˈfilo̞(n),f i l o̞ n,φύλλο(ν),
211-92-1,,211,92,zervós,zervós,z e̞ r v o̞ s,,,,,,ze̞rˈvo̞s,ze̞rˈvo̞s,z e̞ r v o̞ s,ζερβός,
211-95-1,,211,95,zō,zō,z o̞,,,,,,zo̞,zo̞,z o̞,ζω,
211-96-1,,211,96,ī́parī,ī́parī,i p a r i,,,,,,ˈipari,ˈipari,i p a r i,ήπαρη,
211-97-1,,211,97,makrýs,makrýs,m a k r i s,,,,,,maˈkris,maˈkris,m a k r i s,μακρύς,
211-98-1,,211,98,fteíra,fteíra,f t i r a,,,,,,ˈftira,ˈftira,f t i r a,φτείρα,
211-99-1,,211,99,ántras,ántras,a n d r a s,,,,,"man, husband",ˈandras,ˈantras,a n t r a s,άντρας,
211-101-1,,211,101,kréas,kréas,k r e a s,,,,,,ˈkreas,ˈkreas,k r e a s,κρέας,
211-104-1,,211,104,raší(n),raší(n),r a ʃ i n,,,,,,raˈʃi(n),raˈʃi(n),r a ʃ i n,ρασ̌ί(ν),
211-105-1,,211,105,"stómas, stóma(n)","stómas, stóma(n)",s t o̞ m a s,,,,,,"ˈsto̞mas, ˈsto̞ma(n)","ˈsto̞mas, ˈsto̞ma(n)",s t o̞ m a s,"στόμας, στόμα(ν)",
211-106-1,,211,106,ónoma(n),ónoma(n),o̞ n o̞ m a n,also /ˈo̞ne̞man/,,,,,ˈo̞no̞ma(n),ˈo̞no̞ma(n),o̞ n o̞ m a n,όνομα(ν),
211-107-1,,211,107,stenós,stenós,s t e̞ n o̞ s,,,,,,ste̞ˈno̞s,ste̞ˈno̞s,s t e̞ n o̞ s,στενός,
211-108-1,,211,108,kontá,kontá,k o̞ n d a,,,,,,ko̞ˈnda,ko̞ˈnta,k o̞ n t a,κοντά,
211-110-1,,211,110,kainoúrgos,kainoúrgos,c e̞ n u r ɣ o̞ s,also /ke̞ˈnurɣio̞s/,,,,,ce̞ˈnurɣo̞s,ke̞ˈnurɣo̞s,k e̞ n u r ɣ o̞ s,καινούργος,
211-111-1,,211,111,nýchta,nýchta,n i x t ə,,,,,,ˈnixtə,ˈnixta,n i x t a,νύχτα,
211-112-1,,211,112,mytí(n),mytí(n),m i t i n,,,,,,miˈti(n),miˈti(n),m i t i n,μυτί(ν),
211-114-1,,211,114,palaíos,palaíos,p a l e̞ o̞ s,also /paˈle̞ɣio̞s/,,,,,paˈle̞o̞s,paˈle̞o̞s,p a l e̞ o̞ s,παλαίος,
211-115-1,,211,115,eis,eis,i s,also /ˈinas/,,,,,is,is,i s,εις,
211-118-1,,211,118,paízō,paízō,p e̞ z o̞,,,,,,ˈpe̞zo̞,ˈpe̞zo̞,p e̞ z o̞,παίζω,
211-119-1,,211,119,sýrō,sýrō,s i r o̞,,,,,"pull, throw",ˈsiro̞,ˈsiro̞,s i r o̞,σύρω,
211-120-1,,211,120,kountṓ,kountṓ,k u n d o̞,,,,,,kuˈndo̞,kuˈnto̞,k u n t o̞,κουντώ,
211-121-1,,211,121,vrošī́,vrošī́,v r o̞ ʃ i,also /vre̞ˈʃi/,,,,,vro̞ˈʃi,vro̞ˈʃi,v r o̞ ʃ i,βροσ̌ή,
211-125-1,,211,125,"potamós, potámi(n)","potamós, potámi(n)",p o̞ t a m o̞ s,,,,,,"po̞taˈmo̞s, po̞ˈtami(n)","po̞taˈmo̞s, po̞ˈtami(n)",p o̞ t a m o̞ s,"ποταμός, ποτάμι(ν)",
211-127-1,,211,127,"ríza, rizí(n)","ríza, rizí(n)",r i z ə,,,,,,"ˈrizə, riˈzi(n)","ˈriza, riˈzi(n)",r i z a,"ρίζα, ριζί(ν)",
211-129-1,,211,129,sapeménos,sapeménos,s a p e̞ m e̞ n o̞ s,,,,,,sape̞ˈme̞no̞s,sape̞ˈme̞no̞s,s a p e̞ m e̞ n o̞ s,σαπεμένος,
211-132-1,,211,132,álas,álas,a l a s,,,,,,ˈalas,ˈalas,a l a s,άλας,
211-133-1,,211,133,ámmo(s),ámmo(s),a m o̞ s,also /ˈnamo̞(s)/,,,,,ˈamo̞(s),ˈamo̞(s),a m o̞ s,άμμο(ς),
211-134-1,,211,134,lé(g)o,lé(g)o,l e̞ ɣ o̞,,,,,,ˈle̞(ɣ)o̞,ˈle̞(ɣ)o̞,l e̞ ɣ o̞,λέ(γ)ω,
211-136-1,,211,136,thálassa,thálassa,θ a l a s a,,,,,,ˈθalasa,ˈθalasa,θ a l a s a,θάλασσα,
211-137-1,,211,137,elépō,elépō,e̞ l e̞ p o̞,aor. /ˈiða/,,,,,e̞ˈle̞po̞,e̞ˈle̞po̞,e̞ l e̞ p o̞,ελέπω,
211-138-1,,211,138,sporá,sporá,s p o̞ r a,,,,,,spo̞ˈra,spo̞ˈra,s p o̞ r a,σπορά,
211-139-1,,211,139,ráftō,ráftō,r a f t o̞,,,,,,ˈrafto̞,ˈrafto̞,r a f t o̞,ράφτω,
211-140-1,,211,140,kofterós,kofterós,k o̞ f t e̞ r o̞ s,,,,,,ko̞fte̞ˈro̞s,ko̞fte̞ˈro̞s,k o̞ f t e̞ r o̞ s,κοφτερός,
211-141-1,,211,141,kontós,kontós,k o̞ n d o̞ s,,,,,,ko̞ˈndo̞s,ko̞ˈnto̞s,k o̞ n t o̞ s,κοντός,
211-142-1,,211,142,tra(g)ōdṓ,tra(g)ōdṓ,t r a ɣ o̞ ð o̞,also /travo̞ˈðo̞/,,,,,tra(ɣ)o̞ˈðo̞,tra(ɣ)o̞ˈðo̞,t r a ɣ o̞ ð o̞,τρα(γ)ωδώ,
211-143-1,,211,143,káthoumai,káthoumai,k a θ u m ə,also /ˈka(θ)ome̞/,,,,,ˈkaθumə,ˈkaθume̞,k a θ u m e̞,κάθουμαι,
211-144-1,,211,144,petsí(n),petsí(n),p e̞ ts i n,,,,,,pe̞ˈtsi(n),pe̞ˈtsi(n),p e̞ ts i n,πετσί(ν),
211-145-1,,211,145,ouranós,ouranós,u r a n o̞ s,,,,,,uraˈno̞s,uraˈno̞s,u r a n o̞ s,ουρανός,
211-147-1,,211,147,mikrós,mikrós,m i k r o̞ s,,,,,,miˈkro̞s,miˈkro̞s,m i k r o̞ s,μικρός,
211-149-1,,211,149,kapnós,kapnós,k a p n o̞ s,,,,,,kaˈpno̞s,kaˈpno̞s,k a p n o̞ s,καπνός,
211-150-1,,211,150,omáli(n),omáli(n),o̞ m a l i n,,,,,"smooth, even",o̞ˈmali(n),o̞ˈmali(n),o̞ m a l i n,ομάλι(ν),
211-152-1,,211,152,šö́ni(n),šö́ni(n),ʃ ø̞ n i n,,,,,,ˈʃø̞ni(n),ˈʃio̞ni(n),ʃ i o̞ n i n,σ̌ο̈́νι(ν),
211-158-1,,211,158,stékō,stékō,s t e̞ k o̞,,,,,,ˈste̞ko̞,ˈste̞ko̞,s t e̞ k o̞,στέκω,
211-159-1,,211,159,"áštros, áštro(n)","áštros, áštro(n)",a ʃ t r o̞ s,"also /ˈastro̞s/, /ˈastro̞(n)/",,,,,"ˈaʃtro̞s, ˈaʃtro̞(n)","ˈaʃtro̞s, ˈaʃtro̞(n)",a ʃ t r o̞ s,"άσ̌τρος, άσ̌τρο(ν)",
211-161-1,,211,161,liθári(n),liθári(n),l i θ a r i n,,,,,,liˈθari(n),liˈθari(n),l i θ a r i n,λιθάρι(ν),
211-164-1,,211,164,(g)ī́lös,(g)ī́lös,ɣ i ʎ ø̞ s,also /ˈ(ɣ)ilos/,,,,,ˈ(ɣ)iʎø̞s,ˈ(ɣ)ilio̞s,ɣ i l i o̞ s,(γ)ήλο̈ς,
211-166-1,,211,166,kolympṓ,kolympṓ,k o̞ l i m b o̞,,,,,,ko̞liˈmbo̞,ko̞liˈmpo̞,k o̞ l i m p o̞,κολυμπώ,
211-173-1,,211,173,syllogískomai,syllogískomai,s i l o̞ ʝ i s k o̞ m ə,,,,,,silo̞ˈʝisko̞mə,silo̞ˈɣisko̞me,s i l o̞ ɣ i s k o̞ m e,συλλογίσκομαι,
211-176-1,,211,176,treis,treis,t r i s,also /ˈtri(i)/,,,,,tris,tris,t r i s,τρεις,
211-177-1,,211,177,sýrō,sýrō,s i r o̞,,,,,"pull, throw",ˈsiro̞,ˈsiro̞,s i r o̞,σύρω,
211-178-1,,211,178,dénō,dénō,ð e̞ n o̞,,,,,,ˈðe̞no̞,ˈðe̞no̞,ð e̞ n o̞,δένω,
211-179-1,,211,179,glṓssa,glṓssa,ɣ l o̞ s ə,,,,,,ˈɣlo̞sə,ˈɣlo̞sa,ɣ l o̞ s a,γλώσσα,
211-180-1,,211,180,odónti(n),odónti(n),o̞ ð o̞ n d i n,,,,,,o̞ˈðo̞ndi(n),o̞ˈðo̞nti(n),o̞ ð o̞ n t i n,oδόντι(ν),
211-181-1,,211,181,"dentró(n), dentrítsi(n)","dentró(n), dentrítsi(n)",ð e̞ n d r o̞ n,,,,,,"ðe̞ˈndro̞(n), ðe̞ˈndritsi(n)","ðe̞ˈntro̞(n), ðe̞ˈntritsi(n)",ð e̞ n t r o̞ n,"δεντρό(ν), δεντρίτσι(ν)",
211-183-1,,211,183,dýo,dýo,ð i o̞,also /ˈði(i)/,,,,,ˈðio̞,ˈðio̞,ð i o̞,δύο,
211-184-1,,211,184,xerṓ,xerṓ,k s e̞ r o̞,,,,,,kse̞ˈro̞,kse̞ˈro̞,k s e̞ r o̞,ξερώ,
211-186-1,,211,186,thermós,thermós,θ e̞ r m o̞ s,,,,,,θe̞rˈmo̞s,θe̞rˈmo̞s,θ e̞ r m o̞ s,θερμός,
211-187-1,,211,187,plýnō,plýnō,p l i n o̞,,,,,,ˈplino̞,ˈplino̞,p l i n o̞,πλύνω,
211-188-1,,211,188,neró(n),neró(n),n e̞ r o̞ n,,,,,,ne̞ˈro̞(n),ne̞ˈro̞(n),n e̞ r o̞ n,νερό(ν),
211-190-1,,211,190,ygrós,ygrós,i ɣ r o̞ s,also /o̞ˈɣro̞s/,,,,,iˈɣro̞s,iˈɣro̞s,i ɣ r o̞ s,υγρός,
211-194-1,,211,194,áspros,áspros,a s r p o̞ s,,,,,,ˈasrpo̞s,ˈasrpo̞s,a s r p o̞ s,άσπρος,
211-196-1,,211,196,platýs,platýs,p l a t i s,,,,,,plaˈtis,plaˈtis,p l a t i s,πλατύς,
211-199-1,,211,199,"fteró(n), fteroúli(n)","fteró(n), fteroúli(n)",f t e̞ r o̞ n,,,,,"feather, wing","fte̞ˈro̞(n), fte̞ˈruli(n)","fte̞ˈro̞(n), fte̞ˈruli(n)",f t e̞ r o̞ n,"φτερό(ν),  φτερούλι(ν)",
211-202-1,,211,202,(g)ynaíka,(g)ynaíka,ɣ i n e̞ k ə,,,,,"woman, wife",(ɣ)iˈne̞kə,(ɣ)iˈne̞ka,ɣ i n e̞ k a,(γ)υναίκα,
211-204-1,,211,204,skōléki(n),skōléki(n),s k o̞ l e̞ c i n,,,,,,sko̞ˈle̞ci(n),sko̞ˈle̞ki(n),s k o̞ l e̞ k i n,σκωλέκι(ν),
211-206-1,,211,206,chrónos,chrónos,x r o̞ n o̞ s,,,,,,ˈxro̞no̞s,ˈxro̞no̞s,x r o̞ n o̞ s,χρόνος,
211-20-1,,211,20,kaí(g)ō,kaí(g)ō,c e̞ ɣ o̞,"also /ˈka(ɣ)o̞/, /ˈkafto̞/",,,,,ˈce̞(ɣ)o̞,ˈke̞(ɣ)o̞,k e̞ ɣ o̞,καί(γ)ω,
211-7-1,,211,7,kakós,kakós,k a k o̞ s,,,,,,kaˈko̞s,kaˈko̞s,k a k o̞ s,κακός,
211-48-1,,211,48,sympä́skomai,sympä́skomai,s i m b æ s k o̞ m ə,,,,,,siˈmbæsko̞mə,siˈmpiasko̞me̞,s i m p i a s k o̞ m e̞,συμπα̈́σκομαι,
211-109-1,,211,109,goúla,goúla,ɣ u l ə,,,,,,ˈɣulə,ˈɣula,ɣ u l a,γούλα,
211-93-1,,211,93,"póda(s), podári(n)","póda(s), podári(n)",p o̞ ð a s,,,,,,"ˈpo̞ða(s), po̞ˈðari(n)","ˈpo̞ða(s), po̞ˈðari(n)",p o̞ ð a s,"πόδα(ς), ποδάρι(ν)",
211-122-1,,211,122,kókkinos,kókkinos,k o̞ c i n o̞ s,,,,,,ˈko̞cino̞s,ˈko̞kino̞s,k o̞ k i n o̞ s,κόκκινος,
211-88-1,,211,88,exérō,exérō,e̞ k s e̞ r o̞,,,,,,e̞ˈkse̞ro̞,e̞ˈkse̞ro̞,e̞ k s e̞ r o̞,εξέρω,
211-24-1,,211,24,érch(o/ou)mai,érch(o/ou)mai,e̞ r x o̞ m ə,,,,,,ˈe̞rx(o̞/u)mə,ˈe̞rx(o̞/u)me̞,e̞ r x o̞ m e̞,έρχ(ο/ου)μαι,
211-165-1,,211,165,préškomai,préškomai,p r e̞ ʃ k o̞ m ə,,,,,,ˈpre̞ʃko̞mə,ˈpre̞ʃko̞me̞,p r e̞ ʃ k o̞ m e̞,πρέσ̌κομαι,
211-167-1,,211,167,ourádi(n),ourádi(n),u r a ð i n,,,,,,uˈraði(n),uˈraði(n),u r a ð i n,ουράδι(ν),
211-182-1,,211,182,gyrízō,gyrízō,ʝ i r i z o̞,,,,,,ʝiˈrizo̞,ɣiˈrizo̞,ɣ i r i z o̞,γυρίζω,
211-148-1,,211,148,myrískomai,myrískomai,m i r i s k o̞ m ə,,,,,,miˈrisko̞mə,miˈrisko̞me̞,m i r i s k o̞ m e̞,μυρίσκομαι,
211-171-1,,211,171,chontrós,chontrós,x o̞ n d r o̞ s,,,,,,xo̞ˈndro̞s,xo̞ˈntro̞s,x o̞ n t r o̞ s,χοντρός,
211-124-1,,211,124,dex̌ö́s,dex̌ö́s,ð e̞ k ʃ ø̞ s,,,,,,ðe̞ˈkʃø̞s,ðe̞ˈkʃios,ð e̞ k ʃ i o s,δεξ̌ο̈́ς,
211-151-1,,211,151,ofídi(n),ofídi(n),o̞ f i ð i n,,,,,,o̞ˈfiði(n),o̞ˈfiði(n),o̞ f i ð i n,οφίδι(ν),
211-207-1,,211,207,kítrinos,kítrinos,c i t r i n o̞ s,,,,,,ˈcitrino̞s,ˈkitrino̞s,k i t r i n o̞ s,κίτρινος,
211-18-1,,211,18,stethí(n),stethí(n),s t e̞ θ i n,,,,,,ste̞ˈθi(n),ste̞ˈθi(n),s t e̞ θ i n,στεθί(ν),
211-49-1,,211,49,onýši(n),onýši(n),o̞ n i ʃ i n,,,,,,o̞ˈniʃi(n),o̞ˈniʃi(n),o̞ n i ʃ i n,ονύσ̌ι(ν),
211-61-1,,211,61,karpós,karpós,k a r p o̞ s,,,,,,karˈpo̞s,karˈpo̞s,k a r p o̞ s,καρπός,
211-62-1,,211,62,gemátos,gemátos,ʝ e̞ m a t o s,,,,,,ʝe̞ˈmatos,ɣe̞ˈmatos,ɣ e̞ m a t o s,γεμάτος,
211-78-1,,211,78,kérato(n),kérato(n),c e̞ r a t o̞ n,,,,,,ˈce̞rato̞(n),ˈke̞rato̞(n),k e̞ r a t o̞ n,κέρατο(ν),
211-87-1,,211,87,gónato(n),gónato(n),ɣ o̞ n a t o̞ n,,,,,,ˈɣo̞nato̞(n),ˈɣo̞nato̞(n),ɣ o̞ n a t o̞ n,γόνατο(ν),
211-102-1,,211,102,"féggos, feggári(n)","féggos, feggári(n)",f e̞ ŋ ɡ o̞ s,also /fe̞ˈŋgaris/,,,,,"ˈfe̞ŋɡo̞s, fe̞ˈŋɡari(n)","ˈfe̞nko̞s, fe̞ˈnkari(n)",f e̞ n k o̞ s,"φέγγος, φεγγάρι(ν)",
211-130-1,,211,130,stroggylós,stroggylós,s t r o̞ ɲ ɟ i l o̞ s,,,,,,stro̞ɲɟiˈlo̞s,stro̞nkiˈlo̞s,s t r o̞ n k i l o̞ s,στρογγυλός,
211-162-1,,211,162,ísos,ísos,i s o̞ s,,,,,,ˈiso̞s,ˈiso̞s,i s o̞ s,ίσος,
211-203-1,,211,203,ormáni(n),ormáni(n),o̞ r m a n i n,Turkish loanword,,,,,o̞rˈmani(n),o̞rˈmani(n),o̞ r m a n i n,ορμάνι(ν),
211-208-1,,211,208,"m(y/e)rmī́ka, myrmī́ki(n)","m(y/e)rmī́ka, myrmī́ki(n)",m i r m i k ə,also /me̞rˈme̞nki/,,,,,"m(i/e̞)rˈmikə, mirˈmiki(n)","m(i/e̞)rˈmika, mirˈmiki(n)",m i r m i k a,"μ(υ/ε)ρμήκα, μυρμήκι(ν)",
211-209-1,,211,209,merí(n),merí(n),m e̞ r i n,,,,,,me̞ˈri(n),me̞ˈri(n),m e̞ r i n,μερί(ν),
211-210-1,,211,210,ofalós,ofalós,o̞ f a l o̞ s,also /(n)ifaˈlo̞s/,,,,,o̞faˈlo̞s,o̞faˈlo̞s,o̞ f a l o̞ s,οφαλός,
211-211-1,,211,211,myía,myía,m i a,also /(mi)ˈmiɣia/,,,,,ˈmia,ˈmia,m i a,μυία,
211-212-1,,211,212,ochté(s),ochté(s),o̞ x t e̞ s,,,,,,o̞ˈxte̞(s),o̞ˈxte̞(s),o̞ x t e̞ s,οχτέ(ς),
211-213-1,,211,213,iškiá,iškiá,i ʃ c a,also  /e̞ˈʃkia/,,,,,iˈʃca,iˈʃkia,i ʃ k i a,ισ̌κιά,
211-214-1,,211,214,ospíti(n),ospíti(n),o̞ s p i t i n,,,,,,o̞ˈspiti(n),o̞ˈspiti(n),o̞ s p i t i n,οσπίτι(ν),
211-215-1,,211,215,pikrós,pikrós,p i k r o̞ s,,,,,,piˈkro̞s,piˈkro̞s,p i k r o̞ s,πικρός,
211-216-1,,211,216,sértis,sértis,s e̞ r t i s,also /ˈsiartis/; Turkish loanword,,,,,ˈse̞rtis,ˈse̞rtis,s e̞ r t i s,σέρτης,
211-217-1,,211,217,glykýs,glykýs,ɣ l i c i s,,,,,,ɣliˈcis,ɣliˈkis,ɣ l i k i s,γλυκύς,
211-218-1,,211,218,pá(g)ō,pá(g)ō,p a ɣ o̞,,,,,,ˈpa(ɣ)o̞,ˈpa(ɣ)o̞,p a ɣ o̞,πά(γ)ω,
211-219-1,,211,219,tréchō,tréchō,t r e̞ x o̞,,,,,,ˈtre̞xo̞,ˈtre̞xo̞,t r e̞ x o̞,τρέχω,
211-220-1,,211,220,féro,féro,f e̞ r o̞,aor. /ˈinka/ or /ˈe̞nka/,,,,"bring, carry",ˈfe̞ro̞,ˈfe̞ro̞,f e̞ r o̞,φέρω,
211-221-1,,211,221,epaírō,epaírō,e̞ p e̞ r o̞,,,,,,e̞ˈpe̞ro̞,e̞ˈpe̞ro̞,e̞ p e̞ r o̞,επαίρω,
211-222-1,,211,222,krýftō,krýftō,k r i f t o̞,also /ˈkrivo̞/,,,,,ˈkrifto̞,ˈkrifto̞,k r i f t o̞,κρύφτω,
211-223-1,,211,223,klaí(g)ō,klaí(g)ō,k l e̞ ɣ o̞,"also /ˈkle̞no̞/, /ˈklio̞no̞/",,,,,ˈkle̞(ɣ)o̞,ˈkle̞(ɣ)o̞,k l e̞ ɣ o̞,κλαί(γ)ω,
211-224-1,,211,224,poí(g)ō,poí(g)ō,p i ɣ o̞,"also /ˈpiko̞/, /ˈpu(ɣ)o̞/",,,,,ˈpi(ɣ)o̞,ˈpi(ɣ)o̞,p i ɣ o̞,ποί(γ)ω,
211-225-1,,211,225,alethō,alethō,a l e̞ θ o̞,,,,,,aˈle̞θo̞,aˈle̞θo̞,a l e̞ θ o̞,αλέθω,
211-226-1,,211,226,onýši(n),onýši(n),o̞ n i ʃ i n,,,,,,o̞ˈniʃi(n),o̞ˈniʃi(n),o̞ n i ʃ i n,ονύσ̌ι(ν),
219-4-1,,219,4,čhíi,čhíi,tɕʰ iː,,,,,,tɕʰiː,tɕʰíi,tɕʰ í i,چھی,
219-6-1,,219,6,ḍóok,ḍóok,ɖ oː k,,,,,,ɖoːk,ɖóok,ɖ ó o k,ڈوک,
219-8-1,,219,8,pátaṛ,pátaṛ,p a t̪ a ɽ,,,,,,ˈpat̪aɽ,pátaɽ,p á t a ɽ,پتڑ,
219-10-1,,219,10,ḍheér,ḍheér,ɖ e̤ː ɾ,,,,,,ɖe̤ːɾ,ɖheér,ɖ h e é r,ڈھیر,
219-11-1,,219,11,gáaḍu,gáaḍu,ɡ aː ɖ u,,,,,,ˈɡaːɖu,ɡáaɖu,ɡ á a ɖ u,گاڈوۡ,
219-12-1,,219,12,čalúṭi,čalúṭi,tɕ a l u ʈ i,,,,,,tɕaˈluʈi,tɕalúʈi,tɕ a l ú ʈ i,چلُٹیۡ,
219-13-1,,219,13,khóo,khóo,kʰ oː,,,,,,kʰoː,kʰóo,kʰ ó o,کھو,
219-14-1,,219,14,kriṣíṇu,kriṣíṇu,k ɾ i ʂ i ɳ o,,,,,,kɾiˈʂiɳo,kriʂíɳu,k r i ʂ í ɳ u,کرِݜِݨوۡ,
219-15-1,,219,15,ráat,ráat,ɾ aː t̪,,,,,,ɾaːt̪,ráat,r á a t,رات,
219-17-1,,219,17,haáḍ,haáḍ,ɦ a̤ː ɖ,,,,,,ɦa̤ːɖ,haáɖ,h a á ɖ,ہاڈ,
219-19-1,,219,19,šiíš ɡhína,šiíš ɡhína,ɕ iː ɕ + ɡ i̤ n̪ a,,,,,,ɕiːɕ ˈɡi̤n̪a,ɕiíɕ ɡhína,ɕ i í ɕ + ɡ h í n a,شِیش گھِنہ,
219-22-1,,219,22,áabru,áabru,aː b ɾ u,,,,,,ˈaːbɾu,áabru,á a b r u,آبروۡ,
219-23-1,,219,23,šidáalu,šidáalu,ɕ i d̪ aː l u,,,,,,ɕiˈd̪aːlu,ɕidáalu,ɕ i d á a l u,شِدالوۡ,
219-25-1,,219,25,lekhíi,lekhíi,l e kʰ iː,,,,,,leˈkʰiː,lekʰíi,l e kʰ í i,لیۡکھی,
219-27-1,,219,27,deés,deés,d̪ eː s,,,,,,d̪eːs,deés,d e é s,دیس,
219-28-1,,219,28,máara,máara,m aː ɾ a,,,,,,ˈmaːɾa,máara,m á a r a,مارہ,
219-29-1,,219,29,karooṛíi,karooṛíi,k a ɾ oː ɽ iː,,,,,,kaɾoːˈɽiː,karooɽíi,k a r oː ɽ í i,کروڑی,
219-30-1,,219,30,axsaá,axsaá,a x s aː,,,,,,axˈsaː,axsaá,a x s a á,اخسا,
219-31-1,,219,31,kučúru,kučúru,k u tɕ u ɾ o,,,,,,kuˈtɕuɾo,kutɕúru,k u tɕ ú r u,کُچُروۡ,
219-32-1,,219,32,píla,píla,p i l a,,,,,,ˈpila,píla,p í l a,پِلہ,
219-33-1,,219,33,šúku,šúku,ɕ u k o,,,,,,ˈɕuko,ɕúku,ɕ ú k u,شُکوۡ,
219-35-1,,219,35,dúṛi,dúṛi,d̪ u ɽ i,,,,,,ˈd̪uɽi,dúɽi,d ú ɽ i,دُڑیۡ,
219-36-1,,219,36,káaṇ,káaṇ,k aː ɳ,,,,,,kaːɳ,káaɳ,k á a ɳ,کاݨ,
219-37-1,,219,37,sum,sum,s u m,,,,,,sum,sum,s u m,سُم,
219-38-1,,219,38,khóo,khóo,kʰ oː,,,,,,kʰoː,kʰóo,kʰ ó o,کھو,
219-39-1,,219,39,haṇoó,haṇoó,ɦ a̤ ɳ oː,,,,,,ɦa̤ˈɳoː,haɳoó,h a ɳ o ó,ہݨو,
219-40-1,,219,40,ac̣híi,ac̣híi,a ʈʂ iː,,,,,,aˈʈʂiː,aʈʂíi,a ʈʂ í i,اڇھی,
219-41-1,,219,41,wháida,wháida,ʋ a̤ j d̪ a,,,,,,ˈʋa̤jd̪a,whájda,w h á j d a,وھئدہ,
219-42-1,,219,42,dhúura,dhúura,d̪ ṳː ɾ a,,,,,,ˈd̪ṳːɾa,dhúura,d h ú u r a,دُھورہ,
219-45-1,,219,45,bhíia,bhíia,b i̤ː j a,,,,,,ˈbi̤ːja,bhíia,b h í i a,بِھیہ,
219-46-1,,219,46,phaáṭ,phaáṭ,pʰ aː ʈ,,,,,,pʰaːʈ,pʰaáʈ,pʰ a á ʈ,پھاٹ,
219-50-1,,219,50,anɡóor,anɡóor,a ŋ ɡ oː ɾ,,,,,,aŋˈɡoːɾ,anɡóoɾ,a n ɡ ó o ɾ,انگور,
219-51-1,,219,51,reemáts,reemáts,ɾ eː m a ts,,,,,,ɾeːˈmats,reemáts,r eː m á ts,ریمڅ,
219-52-1,,219,52,páanǰ,páanǰ,p aː ɲ dʑ,,,,,,paːɲdʑ,páanʑ,p á a n ʑ,پانج,
219-55-1,,219,55,pišíik,pišíik,p i ɕ iː k,,,,,,piˈɕiːk,piɕíik,p i ɕ í i k,پِشِیک,
219-56-1,,219,56,urbhíi,urbhíi,u ɾ b i̤ː,,,,,,uɾˈbi̤ː,urbhíi,u r b h í i,اُربھی,
219-57-1,,219,57,dhun,dhun,d̪ ṳ n̪,,,,,,d̪ṳn̪,dhun,d h u n,دُھن,
219-58-1,,219,58,khur,khur,kʰ u ɾ,,,,,,kʰuɾ,kʰur,kʰ u r,کُھر,
219-59-1,,219,59,čúur,čúur,tɕ uː ɾ,,,,,,tɕuːɾ,tɕúur,tɕ ú u r,چور,
219-60-1,,219,60,soór ɡhína,soór ɡhína,s oː ɾ + ɡ i̤ n̪ a,,,,,,soːɾ ˈɡi̤n̪a,soór ɡhína,s o ó r + ɡ h í n a,سور گِھنہ,
219-63-1,,219,63,díi,díi,d̪ iː,,,,,,d̪iː,díi,d í i,دی,
219-64-1,,219,64,šóo,šóo,ɕ oː,,,,,,ɕoː,ɕóo,ɕ ó o,شو,
219-65-1,,219,65,čáar,čáar,tɕ aː ɾ,,,,,,tɕaːɾ,tɕáar,tɕ á a r,چار,
